best_model,Linear Regression_CV_MAE,Linear Regression_MAE,Linear Regression_RMSE,Linear Regression_R2,Random Forest_CV_MAE,Random Forest_MAE,Random Forest_RMSE,Random Forest_R2,XGBoost_CV_MAE,XGBoost_MAE,XGBoost_RMSE,XGBoost_R2
Linear Regression,8.073,7.728,9.253,-0.016,8.139,7.759,9.254,-0.016,8.288,7.876,9.409,-0.05
